application_id,defaulted_loan
RVTE1061647020665,0
DKDN5263518291718,0
SLUW9768689093983,0
AKKM2605780031157,0
UYVQ6497706363194,0
LGSC8817388826194,1
MIQR5905821038810,0
LRZW8671436953783,0
WKYW6146037665776,0
SVIN7508705530287,1
WIIQ9379417314707,0
AXPB1182030033908,1
ZKCD0181681516951,1
AZYS3296673715976,0
HIVD3722177946237,1
SHFH7593352808403,0
HFNA7662728631581,1
EVIL9920280705653,0
AOFU7754058323934,0
TZTQ3752065352294,1
SBIS0959063197933,0
PBEB8932094270658,0
XKQL6652911078503,1
KPOD1575048506052,0
YGUT3804852305664,1
GEZA9786596995085,1
HQXZ5762460105257,0
YFXO0994445393716,0
JNVD7085377308260,0
PVUS1641693481974,0
NMBK6110359670743,0
NYGI8864658611881,0
YYTB5746086192128,1
EOLQ0679516041830,0
CEZW8087085345325,0
KMPB3371405900071,1
WXIX6920131188461,1
XTCJ8958585957979,0
VZSA8718398522526,1
FZTJ4325991458677,0
BGUV0059901026382,0
RLGP3213144263340,1
FYAI8877898030216,0
FKAG5228614183275,1
UBAX4077100843192,1
PNPX0773320860665,0
WPOO6658127594667,0
PBCM7669567657537,0
DIFT9302751802553,1
FKMA6037919819662,0
FWQE4545400641647,1
CTMV8232731620625,0
QSOM6061365976194,0
KICJ2671365177779,0
BVWO3177349765613,0
AOKB5480874703782,0
UJNI8764571025129,0
QMCH1093101448646,0
CPCJ7705788818828,0
PZXH7740132482114,0
VXMM5725363279642,0
PHVA1223544030677,0
ADVI2959501605941,0
RUCA6414374440267,0
GWGP3276131565047,0
RRMG2853344034792,0
CLAZ6525592268593,0
RKPT9305722308552,0
XHOA9464590395595,0
NXGD2846822354337,1
UEMP7239582806977,0
ZTSV2829182021358,0
CPWA0118540108776,0
DJIR7215804192001,0
YXUH0051679677774,0
IMPC2925199363945,1
IDLA1539192708671,0
LNVR4379623306695,0
CJGW9093546160659,0
XTKN3988905534063,0
HAGC7100748538711,0
IFBU1778764461368,0
KWPH2318722503662,0
ZCXS5633626349421,0
AANF4970334534813,0
BNZJ4924147739755,1
OLBD5358629282022,0
IYXP3943024206315,0
HDEP7306224661833,1
OSLH6615398874581,1
MPAS2205631954180,0
QALZ6593118320581,1
PAIV6129006280065,0
EDQQ2271549626430,0
LNKI3845005438114,0
PQQU6540491731459,0
ZUPG6718229657675,0
EJFS5417424829299,0
XLIL8255917830333,0
ERKV0315028475435,0
RNFE0591011167990,1
WEOJ6429085041488,0
ZHCZ1294927499179,0
GACW7805579483623,0
SKDV1773441463968,1
UQQW8537426841643,0
PWKM1653730552292,1
UMBN3368548655059,1
ESTR1028193417620,0
ZLNY6671163414279,0
UQPV8338160470655,0
LMAI2735460266602,0
CQBH0266068534479,0
OFWP4502634249151,0
KAYA0817968891937,0
QIVN7730439432196,0
ROEF7529382098624,0
EDOZ6468786822015,1
XYJW3281464251642,0
TMRH8189704572276,0
ZBIP2521710880748,0
DCQL9456201972290,0
HWRT8475061097829,0
WQMY4201108036102,0
YSSG1447127104672,0
SGUF1482619677624,0
UPST5950285621390,0
YOCJ1674844714108,0
RAHG2208170920128,0
RCHN9973725861640,0
SSOU7886994961345,0
IAQI9631402341411,0
GGET3796198637733,0
KIZG0648899172874,1
VYRG1043556400744,0
SWYY8577849663220,0
UHMC2152440209444,0
HAAR8753371842837,0
FFMZ3066352571996,0
AXSG6727600450630,0
HWUU7018022817989,1
QUDY6291846813092,0
VJRJ3173075473180,0
RPLP0133119279621,0
SFSJ8368907615113,0
QVJL6430420160793,1
QUAG3563035303997,1
CKIL8400995300353,0
NIPF6032634310939,0
LVEB3900556599694,0
DWMV0936268673046,0
LRWN3161351412485,0
NGQU4216132626214,1
QSHL4525149836036,0
YVUN1467141957832,1
GRUQ0004597631178,0
XLQX4749148675628,0
XAPN4740803375605,0
KNXU6987235209709,0
TIQW9741887205805,0
OPAH2702935489736,1
ZOSC1697716921206,0
SPYO3311507757497,0
UHRS2255691093588,1
LTWE5337830234344,0
MSVW5582560784407,1
YQFS5549797697043,0
BAGC5235793545008,0
MJTJ4263380862773,0
HWYL8662285357046,0
YMSI9348218252592,0
INAD0835931930622,1
TFWH6080293164813,1
SRQV3034809880378,0
IZXW8747920160825,0
GJDP6560795157110,0
FJCG2877423608616,0
NBTG3054248904221,0
SOJG4178542259230,0
XTIW1918061485596,0
PHHK5842279913880,0
APEM4478059212841,0
XWUZ3659146824209,0
CHQC0938819880848,0
YUEM6717879686807,0
TWCP8106316174138,0
ABEM1899482339967,0
XDGX3019170393112,0
QCDK6236256947820,0
ANPC8656720615008,0
AAQY8895926810157,0
PWWY6693305272908,0
QNHB0223388687221,0
ZQIE8451921435049,0
WHSN4687006569111,1
ZYMI3579551266926,0
CAUU1170327628002,0
MMXQ7569764906965,0
PJFS7986078936414,1
EGFW3017191983258,0
MATM2112734704327,0
CXKP5867052030259,0
GVCO3235843443867,0
PYJI1289219170627,0
RUVV3930827853197,0
YKLY5290769117072,1
NPVK4867918524170,0
NOUR7981384967994,0
IKJK4342749698724,0
QIJX9629223001591,0
WHHO4680761824807,1
FBZY8379471236202,0
HTNJ4904566929597,0
NZVB5129775074085,0
HGPZ9076791583167,0
NGCW3305070878565,1
UPKP3925606513535,0
AZGQ8173436955915,1
WLQG2785565655608,0
WNGJ5457604271543,0
LGRT1083966798372,0
SHWH8895538755025,0
UITR5334390259276,1
IYPW4581309754110,0
ZURZ7586364559186,1
GQKV1342542467307,0
EHLW4773557828412,0
KULV8164938784808,0
FFJY7362982973311,0
XCVA1267224172072,0
VACN0891319776240,0
LAHY5812173045613,0
BMPC4125188177916,1
WKIE2845145934936,0
UBYZ3140187681480,0
HCVZ6803504053052,1
BURQ3737212076415,0
QDWP2618576279249,1
WNXG2770226936409,0
LCRB5573931685633,1
NXLW0830299927516,1
JZNQ4900772339743,1
YSQQ5496734605514,0
PDNV6083491783205,0
FHCX6287848214141,0
MRFG7221465260064,0
APTK9934782130418,0
VQGN2959411040448,0
IDVR6282051042128,0
TSLE6985126823559,0
EFEK7265706972884,1
TLUM7663025821720,0
DHJH8657105286465,0
DUFX3416944741134,0
ZPXB4213088298210,0
WCYX8922760851256,1
EUBS6988867016171,0
JGEL8013151571554,0
WWYD0052161497258,1
CFSS1189425327398,0
IIII8770965111493,1
NERR7071896087878,0
ZJPJ8753610958636,0
EXNJ2035085453263,0
OQCD6928813021341,0
DTNN0693496038659,0
FRUM1357267959249,0
JGSM8632010101605,1
QUAF0829675741876,0
JCUZ1401509341552,0
URBI9174486378967,0
NHZK9352676688641,0
RIEW4551203802141,1
JRLI5437084484012,0
YYDX3279793631958,1
RGIX6672320429279,0
HLLS2391436116912,0
GMXP9446117035666,0
BIDX6130293757956,0
KNQK1315288013521,0
GTAA2104120447140,0
PQFR5792622153306,0
VBUM7163014666610,0
WYYN4027687860877,0
DLWJ2896448883639,0
HOCG0714088140399,0
XYXE8409853501327,0
DRVB3269855706201,0
HHXK3259351718370,0
NNCP3636712926831,0
KMNY2512978265884,0
JKCP8580579861459,1
NOZO9474594963079,0
QKKG4278498215746,1
DVWO8962661657523,0
ZFDJ5810025693943,1
EJLC0740946383698,0
QVSU7359510169695,0
BWHS9531088086098,1
JWHI0914107586952,0
TKSP1510500784959,1
MBZH8453487003997,0
ZSNO5198257359270,0
GRCY4662776041961,1
KYSX0704281023285,0
WPAY5665512700827,0
FHFZ8912160359228,1
VFFM6605815362575,1
MAZA6394658707815,0
FFJG2685398895003,0
EHTN2843000346755,0
AEWW5862111345244,0
ECZX7392724630369,1
SFUC5955967085053,1
LAPY1080961636639,0
ZVIA6395956436028,0
BJAB6757263977935,0
GXWZ6383920041348,0
OPXN7499044163765,0
LBFO9148491045266,0
YCYS1789418312636,0
CGQN8277884443616,0
HAQT4577949034342,0
RWWO5483010332707,1
TWUF0252244112623,0
RWNQ2100865240933,0
JKPX0645316886111,0
FSOW1886014044820,1
QBIN9396317654513,0
CPZK0290697076036,1
BPUX9957557117496,0
EVFT2424451412648,0
YNIZ1355418418457,0
UBZI2203648502428,0
PAIQ4204357472878,1
PNNR9461106554461,0
UDKC0342357146616,0
NGBO2152651095432,0
ESJI3105875367151,0
TDBX1337996885671,0
OIYD1126565824634,1
ZEFR6648444132373,0
VEUQ5285964133804,1
UZAA7218215076797,1
ORWA7177022526407,0
LLWJ2569500021423,0
QXUG6180209550931,0
AGDZ6100774432700,0
CBRF6606547974421,0
BPEB6667087829625,0
KVCR9107786380699,0
JBUD1053261485794,0
EVNF5074889220871,0
IUGO3872169904847,0
MOMW8011843246486,0
EHGV3403393128948,0
EIIJ4377290788994,0
GAIL2681872225027,0
SGLA4590297365514,0
LKCH8740340000727,1
IHLD7248849356451,1
LWLH3615432389629,0
LELE2013605644887,0
XTTK5450108288114,0
YFSN0732557465800,0
BSIO4404235716000,0
FEGJ3028104231147,0
FMHG6013833348422,0
DKFV3577657964576,1
WAWP4741457432087,1
RBTA8403170702835,0
WUFR0808137606014,0
FHXJ1890052503187,0
FING8743321267152,0
KENP8552513501809,0
KFGF9300112558930,0
ILFC7408464003607,1
PYQP8654847172632,1
QJEH2484930320125,0
NGDU7180161545439,0
LLCG6435494199732,0
PUUD8721164732767,0
YGOB1711802493237,1
WDUM5485431885152,0
IKDW6683525220608,0
BEKW9588026974103,1
HPNC4037932566071,0
VTDO3018704673776,0
RELA4183526429940,0
VXNA4396713816254,0
QZVY4176669678321,0
VWQX8212991541153,0
STKJ6008145168421,0
MEAF1494324491127,0
ENWE4698724143942,0
IKOO8745980111608,1
QXHE2986461965316,0
IQJQ0395428405019,1
EABS6099554100231,0
MGXN7594506439503,0
GCGS9395645662534,1
HCWN9477687533928,1
AXSK7162222954898,0
KODS7390993782210,1
PXIQ3153153108629,1
YDYH1886536270555,0
AKJY9263087706028,0
RVEK6690017818835,0
LSFR6746951003151,0
MEXA2797777393052,0
MEFB5270109459073,0
TBEO1869412484852,0
WVFZ0677475467505,0
DHGJ4257604680561,0
YPQW5864855278670,1
YAJZ0182442983439,0
OAPL3974852053829,0
TIGN4535719559938,0
JZFN9305545288258,0
XLQL6803533590401,0
GEHX4452648443833,0
PXBN8614458249767,0
EPFZ8563600228113,0
NYZU6001793214755,0
TOEN4437866104649,1
TSQE1399265863306,1
AGTH5375587139681,0
YKQY6003096935215,1
WYTE4702135304062,0
BJAM4492747003922,0
YKRO6552318950642,1
QXUW1261509661174,0
AMUU6316677348002,0
RFII4796997680646,0
SOVA8040920864704,0
SEZA6985604587456,0
TDTF5005718782370,0
LKKD8945832957256,1
NDND7326080608268,0
UCPW3989902625703,0
TOAN9512926788013,0
ONAL0191314493081,0
QNHG5455178066510,1
OXLV3871610424731,1
HBIZ1936121893784,1
LEAK1343812990872,0
MAPR0923027163812,0
HSAZ2261738291225,0
ASBO0300493776561,1
TXDU7111846324328,0
DOXY8006339532128,0
BORI3420058507442,0
DWXZ3636788252405,0
XDIM0155865609466,0
DAPZ1843757422274,0
LSWZ3696355290310,0
GQWM9285692659450,0
RMNU6626023719083,0
GIFY8166461283678,0
SCZV5158823993449,0
DAZZ0163535802798,1
MFCP7489135932561,1
INDT2914061493457,0
ZGNM3832326691858,0
QJIW9494188171606,1
PPCC1014751509716,0
XXRV8904241853501,0
RZNC2861183216613,0
XBSQ8251950146270,0
GDAZ0978429443490,0
DKDW4025783327864,0
EYET6140693959103,0
PUDY4020864151583,0
VUNR1249023467760,1
SYGF3714297382491,1
IHKP1483018723487,0
YVJJ6878115326267,0
ZKKU1843405832025,0
NVWX2254747567287,0
NWFC6749935890228,0
UUQI1146470014114,0
NHCE2566843131722,0
LZSW7145900122466,0
MKKQ6124158727204,0
ELFF5343593421497,1
NPOQ2296358382908,1
WLZM8224454930028,0
PDLJ8724033326048,0
MMHY9404642014816,0
UBPX5061757045976,0
IBRD6685612870074,0
GTEK8789917826042,0
IWLS5920535647595,0
SMVK5281706616334,0
JJBL8077736909819,0
HFUS0294155625915,0
ICKM5213126642126,1
WWCI2953937892295,1
GBEU8549580486613,0
AXNP3217816076208,1
PGED7221473959243,0
CGJU1696430504493,0
BBTJ8425142308420,1
JJOM6838532136838,0
VDHN0485479356644,0
ZLPF4394434869275,0
GBEU8320553985534,1
YWGV2247633924514,1
IJAW4363807076185,1
NSEJ6431986436412,0
RDWJ8243195344476,0
DJQQ4973895996337,0
GKAM0640501991148,0
QLEC8419614060231,0
OLLV2322913847490,0
LSHK7008955112583,1
KNWW9316729584488,0
OIMI2985486997465,0
TIST9067787545756,0
VLIH1529485706225,0
HJAZ4790823011433,0
FCBU7243622846531,0
VUYF2196871220609,0
TEKK7878533733254,1
PCEF8502373186241,0
VHJJ8536424745421,1
JCEB9640298384717,1
ASNV2384294349530,1
DPWP0436383629431,0
KYLL4767253061814,0
WXXX4630076398625,0
IORS7177517199178,0
TKRJ7756729413556,0
DQXJ8471191170713,0
XUCU7401114416128,0
AAPJ9545354608648,0
ZPTG9467286941142,1
DMRG1267159843912,0
GSKK4778370853986,1
TLTY3650155170364,0
YDQD1162479136676,0
VYTW6614002914204,0
OIYQ6272018295386,1
DNWR6143652254016,0
AMJJ6133544351293,1
KMTR2482404297871,1
DZJC2512500619629,1
KGVV6515965293493,1
CDGZ1220587204080,0
FWNQ3618849403711,0
YCOA0393069165419,0
VORB4461187262110,1
MFHW4535214650236,1
JKMP9490784974892,1
RWBZ8305589725575,0
PMOK8989503539821,0
FIRJ7222383846250,0
ZZEM7952402670121,0
VDCT9890896239209,0
VJUJ3941513289284,0
CYHN0608289768254,1
RUCK4987581967729,0
HNHX4911538281441,0
SFAT4746468321106,0
KSSB6425175831909,1
JKJY7365362639278,0
JQHP1365259739165,0
WMPK3903832154864,0
GBJL4386120841823,0
NBSR6199435166025,0
DJNC9310666893518,0
KWZS7851911102502,0
OBDN9185536658171,1
RXJT1737227846200,0
BAZJ7476851888838,0
XQXB4799724222993,0
EFFD9475923255632,0
QXFC4890633782477,0
XGUR2497817769814,0
ZGRT9973282737778,0
WZZV1212860460867,0
NYRU2755464243851,1
ZMTK9183443140085,0
TPZP8059837149320,0
UGKO3542384526063,0
UQQE9046594673415,0
HDIA2559014640882,0
WGBT6897356964377,0
VHQH9364398551514,1
RZDX1770988289120,1
QSFP3246596535464,1
ADPY1213161049969,0
BTZT9453328602376,0
WCMG3137262799663,1
ZNUO3133224785048,0
HWRQ1270544868751,1
FZWR2383674174123,1
DJPZ1945353858236,0
RTNQ2946728641339,0
GAPP0956543266159,0
ULWP9247567706903,0
AIBN2677525262435,0
GKYO4745754617739,0
KCHT5656786851042,1
KDEO4612641777153,0
CQQB6614852860805,0
KRDY7092025496417,0
ACGR7818864950332,0
ARVK3674558042762,0
HNOW8768643525357,0
LJBT7624290277139,0
QJLR8319261292070,0
BNAW5340772025525,0
WWWV4741974806049,0
PEOY8026095343015,0
LZNN1369423333991,0
GNPN9943440644733,0
FEMZ7853532714609,0
RKCX3236733467074,1
RVOL9630591308365,0
OLKO3169621190065,0
LCZN3791142857117,0
WFRH4328870369935,0
LYMD4565990059306,0
KMCO3327182915180,0
ZXUR8017275842120,0
AAMM3487358954925,0
YCHA2053226742756,1
SYTF0444359955252,0
SDPX6062158478595,0
EFIC7523022967992,1
EPDT5542446721369,0
PBMH4880182318518,0
LNIG3524693455841,0
FBIR9667607672939,0
LKMA4277993628338,1
SXEY1164236254741,0
VHKF2822910298823,0
HBUM4853274492460,0
PFRB8647245272285,0
FVMA1951660399065,0
GCWL8608665040674,1
XKGM5508661072263,0
ULIE5978505566185,0
WAGT0387294410289,0
HFNN8379815285497,1
KHKH6402036472682,0
BTTV2195176663062,1
MZHH8859847483774,0
TCKS8676295559616,1
UIAT1536754018045,0
WQVT8623598142711,0
UHAA1290756253819,0
GVZI1939800527497,0
YDBK3793348094284,1
IUVK1588001844428,0
JPFV6288436175909,0
CUKM2200489296079,0
CRUW1853804524541,1
AKAZ0296591812199,0
WSND9956929723211,0
CYCE9660656061940,0
MWCR0954663139951,1
HOIB1818416392228,0
IUWH9232414597574,0
RBII0075726759429,0
EGJN2893980684198,1
EUVR5174983081123,0
XDGS4884731806032,0
VCFJ3419601030571,1
WAZA0446033599287,0
QLMV3279466258610,1
SJCK5992693506806,0
KHIE1220370395577,1
JPAQ7572572902917,0
UJTQ7165723886413,0
CLXQ6813669890556,1
RHLG6263610580712,0
QPSK2598411595549,0
HRJS8936840750560,0
PDZA6549154427408,0
ZZLL2441469280355,0
LQHB3255064413861,0
FCRE6347594841920,0
FCTD7987570483489,0
MMMP8285217784104,0
ODMX0098907491605,0
KROZ8400351902614,0
VTLU4775063574181,0
HQIB1249460542260,1
AOHU4508149659126,0
UBRI1957246105125,1
RBIH9239055884019,0
FMXT5801006268427,1
CFEG2378787604071,0
UUIR6552231724503,0
ALRN0341378747022,0
CITA2581425527973,1
XOEZ3133046673392,0
DPPA6529372317130,0
XOXD9968059499437,1
MPPE7244147848892,0
VICP7648743372975,1
JWKT1378104038635,0
TUQV0533280766826,0
XQOF4492293010372,0
HYXQ4439481755887,0
VFCU5402339957079,0
SBSL7629346293980,1
RPUN9251208311254,0
ZDYX9723988391780,0
FLSN1634972228838,0
YMIN2514461136268,0
EYXD6153349823858,0
OFYO4934530799680,0
SDYE2634202823065,1
JJKB8554414541331,0
KIPV3990601307877,0
YKVQ9024652999358,1
QCXH4444796923685,0
SVBD5002199653851,0
TNOT1160595743834,0
QFYY3515116825310,0
BZXG0921941533856,0
JUIP6088694231372,0
AECM1193009681869,1
SAVX6248107599904,1
GCOC3917352891723,1
OUTG9655622036664,0
TRWM1013065025361,0
NWQK5987681432602,0
PEBG5764427262942,0
RAYS5798946724398,0
IRZP2019968511377,0
ZUKM7841181781614,0
JXEV2067143565906,0
NJQR8789047343405,0
DLLA7196681428525,0
VLAS8484284275315,0
ECOP7052529292297,0
BILE0413207800723,1
XRCA6897107834986,0
UVLG4239441652351,1
DVWF6794569876178,0
BRSG5776798285893,0
LAMH1643406973220,0
NJLH4462786018047,0
CMXR3227820713363,0
CRLJ4908353125853,0
DIVQ4458549185136,0
OLWC1425212761871,0
IOPC1622128011500,0
GHOC4355929225651,1
GNCT3671534289578,0
UPQD0448012611331,1
NIEP9944982314348,0
STBW7512972425490,1
PSEF4909213756866,0
USVC6244121328396,1
MDXQ2061470219280,0
OGSX5582788328696,1
LCWD8931518229558,0
DUNK6016644006718,0
RCMH7398370151272,1
ANNJ0399667596739,0
SXOE6933061258461,1
CMKZ7452942988988,0
XOUL2489880885672,0
HDUI7012262844401,0
DVXE2031843263508,1
DEBB0201101856514,1
MEBE5815554210639,1
GKZY0463556819412,1
DVUJ8227544782611,0
YXZV8734493567315,0
TRKE9056919560199,0
RVCT5619930397973,0
VTWJ8967248652487,0
CBWS5625536572639,1
YQFK7700645504849,0
INYL8285122938170,0
ITKP2040418830518,0
SCWX6771060950694,1
BZRZ7697837103777,0
DARB8886707614949,0
NZJA4329702095989,0
QEUW5105271695353,0
OARU1081778609843,0
IIDE6353166543396,0
ETKW9570011861161,1
LJGN2024211801479,0
ZLYF7185051807590,0
BVBI4855317093585,0
PDQC1203219458815,1
WXIV8954600216886,1
DVYW3198048772265,0
UDGC4630615467256,0
YLAM1133505939802,0
DRLB1969312054088,0
JNSN4125800777071,1
IKTU4387916036573,0
HKXN2570778261723,0
TNJP7339038314827,0
GOIF4828127410452,0
WGJU6985258363475,1
MRVH5067027314500,0
KFHJ1191385437464,0
XZDR7009335237872,0
HZHL1891547134246,0
KMTI7294859220702,0
BWPM5272560085323,1
ZLAZ6776472632745,0
LSEH1323123426392,0
QWVD8126889741214,0
VXGT7197074975826,0
YWSQ2463174649944,0
FHJT6451191370845,0
AIGH0047684819212,0
GDHS6852535208972,0
GWLR5353362786478,0
ISQS0752751427370,0
CCBX3772788778088,0
ZOHC7412770676690,0
BEZZ5551918641912,0
KDCM3194126421668,0
XDCW2477258721845,0
PKSW3337149944315,1
XHQE0094991719572,0
LMDK6952036632590,0
SOOM2976361035722,1
NTXB8487883471224,0
SKVT5508386552647,1
EJDH7762264617571,1
AYIR3033910147871,0
HGUQ5967299303635,0
MIEA1596677920066,0
ELIW5031376504383,0
MVNE7823392558619,1
NCLG2904188174330,0
LYUK3765290872803,0
YVSI8011097571605,0
VDXR4587004265989,0
LKYE0676239333555,1
FHHJ2658306610503,0
TUVU1990412320724,0
ZCIF9124837790282,0
BAAN4978507287253,1
ODUT0883297067368,0
XOHS5907939349436,0
JIDU7806153526748,0
DZML5284445591034,0
KXHF8158854259410,0
XYCM9911286906638,0
YPZB0059973857815,0
LKFQ0889984797074,1
RTMZ3407406513976,0
XLGO2803469684329,0
SIXB7572612099651,0
SGKQ4657448339952,0
MBHU3873679919484,0
UWAZ8984683933482,0
HTVB3742600895366,1
QMOL2890593502557,0
EUCH8352932843223,0
JLJX7815738208653,0
WYWJ0814702330771,0
ESGK1086447153116,1
KBNK4972018321484,0
PFAD1670086028677,0
GGLB9772357609838,0
PNTS9689209327321,1
RMHT4484985834004,0
DQJF1843148415228,0
EAUO7657274596099,0
OZJT2259057550939,0
GWRC7258121709799,0
WBMZ0558574775120,0
QFFV3083644929457,0
ROVC9147681045055,0
PZTE3221404307732,0
DLIL0901960750936,0
MECC2899631365299,1
ONBU2675082641673,0
JBCZ4132675388099,0
NQRK6728392156460,1
XMDD5024644870358,0
JGPA9105267099398,0
FFZY5561119000271,0
VSQF4658177495267,1
RIKK2842204396773,0
BAFM5944905482380,0
YOIG9408369499736,1
JYNU1066423540433,0
JIJD1314455314173,1
VPXF2169049693830,0
JJIU7747429541609,0
XFXH6508211144457,0
ANHE8696361515608,0
RRIQ5153776627915,0
MXQA6981208820813,0
SDNX1289703149173,0
LONI5869708291472,0
FTLH1312872227304,1
BOUW6363786141487,0
WNNQ4507507366238,0
GPVO0007217021248,1
ZWIS5257711828181,0
LTEN0951445302669,0
YZTX9959513084346,0
EOJS8995803172939,0
ODZE4330947270377,0
PIKC2015837774338,1
VFXG9418569657560,0
JFCG7389485830103,0
TSLH7894069884250,0
WIBF2139935142886,0
GZKS4013281250265,0
FNJH9027950395086,0
GJIF7882451464945,0
CWYN7523031677645,0
SKBY2282664641392,0
QMVK3971893676030,0
ZUZH0107290670152,0
GOQR9813483332287,0
BVOV6200146067795,1
NQSR7851890666556,0
TLRY0257017303965,0
ACBS7393944153952,1
GRQT0665423177595,0
TOYL5000512448760,0
BBHT8085081356880,0
GFBL2727917363914,0
LXIP3685001792539,0
COJI6038711969250,0
IEUB9213495828198,0
BFVI4583998226553,1
RCOY3472044221320,0
AWYA6098184950504,0
TWHP6751518650627,0
OJIN6381368158362,1
NMTU1986490192844,0
FOVR7001532092332,1
VWRS6813475815361,1
SSXF1664263562395,0
MXKN6101472566431,0
DHIQ0244846346233,1
DJLZ4780119017893,0
WJYD3154409440069,0
HLBY2044948272326,0
IBCD2570722129895,1
AJLL9458194044080,0
ICFT3045514957764,0
ASLJ1315727645816,1
XJJC2325820340354,1
WQAQ0960448209251,0
XADI0923288345288,0
NWQG3652905454564,1
ZXKC4671045721480,1
XIOK0773183937287,0
UFRH3738624367433,0
KFVI4840239476638,1
ACGP6524543203470,1
SQAI9676752684671,1
PEJQ5661551269521,0
KPFO6974740001769,0
LTMA4309981512227,0
NIYO5986796695767,0
WLHX8525936934751,0
EGYX5341505075701,0
VYYL8738057173028,0
JQQR5102195179799,0
XQKL7006085644222,1
HYRP4134390084173,1
ETEJ3659539428983,0
UNEK6168761759605,0
JBMI2301338348322,0
LCXT6340402887665,0
XMAE7693907617556,1
AYSJ7646480300214,0
RKUV8039131141732,1
POFD3065303259506,0
PMPP4982436993867,0
AISQ6745196681509,0
AOCA8291594383145,0
PUXA9160851165092,0
SHOS3015216896962,0
SYZQ6065630629273,0
RSMM4095819409309,0
NHUL2810613828526,0
ERZW6692361945119,0
LFAH6200789790439,0
HSJG7729141429658,0
SFYK4565992641127,1
LSHS7201927045330,0
NFLS3005125341280,1
QOTQ5521310177847,0
KDRF1164855619115,0
DJZP4083386819672,0
HJTS1176423871907,0
SOJP7967116190579,0
MBTX7432653732998,0
RJED4001509470194,0
KUUR4266938329726,0
UNKT4409519074119,1
RYZU3362751137515,0
QUQA3954461820060,0
NOCN5995415693067,1
HXSE3684172979696,0
TMON3868133690517,0
GCWW1676794854273,0
RUUH6605424384122,0
LYNL4414801941154,0
HLOT3009384703687,1
YHQQ6149208766162,1
SCML1633558508510,0
JXNY1416310415543,1
WUKZ0959588230245,0
HQOZ1860333996344,0
YFLG2307331512374,0
ZTWJ3295811299017,1
RAMU1398868779556,0
GRBZ6898437762535,0
BYZX1877878255688,1
NKPE3750778310450,0
AVRD9373640099857,0
YJTJ1984982899147,0
ZGSV1738351617051,0
OWHU6074371459702,0
MEIJ9440002342103,0
UBDV2759125448768,1
KGAY7311348254125,1
TBCO7884117393043,0
XJSQ8621945697762,0
MCWL8331965661304,0
JPSX6829254227599,0
HNOY4970499943082,1
HLIU6370237685311,0
VIRP0143971090820,0
TPFA3382702489742,0
UYUN4610025319660,0
JLCZ3725991917513,0
CCMF4858950691514,1
WSYO8212383456633,1
NIPO9280530547571,0
AIOQ8498796184258,0
YHTA7430915126208,0
YCWX9160932451228,0
YTXA2405261225844,0
WWCU2984970301905,0
HIBV1429711781270,0
LYPM2474103073052,0
QFYH2043543446337,0
SCFO1775322093776,0
QASQ5054140565248,0
TSDR0019477583891,1
VGQV3710593393770,0
USSQ7283345699945,0
YOLU3498324653840,0
WVMJ1788732673541,1
KCVG2091572982749,0
JMWX8762982566459,0
IVXQ5321915673161,1
XCPV9595748806697,1
MFJA3234641563417,0
CWQD5584442367809,1
ANEN0648306476698,0
VCPR3144055566118,0
KRAM2132325249834,0
UIPB7882171442177,0
VPCB6738397023647,1
ZCJP6273966854737,1
UNFQ9817250753775,0
LQUQ2623854271201,0
VAUM6769207773013,0
BEBH8382550466903,0
OXGD1681611485729,0
EOIF0700910801942,0
TCZP5607798737967,0
GYVU8545374387442,0
NKBQ8601505694881,0
HDCI0519463426649,0
NDDV8852495159130,0
LSXW2587607033824,0
RJQC0291406192754,1
TBKT4825153607724,1
HBJI3026034311312,0
NUZF8242921202790,0
WEPE2397659863207,1
EHFS2688706165528,0
HEHQ2723777453466,0
BWCD1892168335953,1
HSIG1263461982412,1
WGMA1364466967760,0
XJCQ2909568943867,1
DWNL8970796055147,0
HAYG5567074318796,1
YOBB6455924321750,0
SDHA8930208922461,1
CHQD0893430122623,0
EVIR2099738044008,0
TMUX6030264116965,0
WVDX3408578810815,0
ZIFO7610947733976,1
ZDSJ8893588042636,0
CKEF6674922621828,1
UTLX3164009184090,0
NAIX4267735495333,1
MHSL0608523891840,1
QRLC2309177014865,0
MRRP3920537839393,0
YYYV2584733125315,0
IDIP5837045418311,0
KCYS1631225062932,1
JTZA7194042520142,1
IZSM5180544496637,1
IVPY0441890284893,0
LKRM6865859255205,0
PUPZ1155054699759,0
SWRK0112398665110,0
ZWRQ4084058216246,0
FMWS1881855121649,0
XNFE8863444368681,0
HTNZ7752072002525,0
OVEL9642230905285,0
EHNI2951041947122,0
OGYC1336939635022,1
CWHZ4081164586664,0
XOZR1073680142035,0
HAED8940039463010,0
KOUB4193390789712,0
DODG7710338082208,0
MJFW5860082861671,0
SJFC8290736568306,0
KSAT6582471516219,0
NNQA0246438674971,0
VSSN0649336734076,1
UJEO9014107004592,0
XVTT9455422807092,0
CGYN6091225569966,0
GGTV1335727361274,0
UIWY1850429154418,0
TOLD6905702502470,1
BREQ5968446191716,0
JIYI3335318279123,0
CBBD9687438518620,0
LMRH9822433971311,0
JPMJ0736504410198,1
OEUW8905426445763,0
EDZF8464059011711,0
JHMF2847150747584,0
IAGJ4062273816087,0
GLGA4356752471282,0
JYZY3811088783145,0
FEWO1066799441042,0
